Customer_ID,Customer_Name,Gender,Age,Customer_Segment,City,State,Region,Join_Date
186,Gavin Singhal,Female,24,Regular,Bhubaneswar,Odisha,East,2024-09-16
187,Ekani Cheema,Female,48,Regular,Amritsar,Punjab,North,2023-04-11
188,Nisha Tandon,Female,29,Regular,Surat,Gujarat,West,2025-10-29
189,Balhaar Sha,Female,25,Regular,Jaipur,Rajasthan,North,2022-12-23
190,Ekiya D’Alia,Female,22,New,Lucknow,Uttar Pradesh,North,2021-12-22
191,Yoshita Agarwal,Male,54,New,Chandigarh,Chandigarh,North,2026-05-22
192,Odika Bhagat,Male,25,Premium,Kolkata,West Bengal,East,2024-10-28
193,Wishi Sathe,Male,51,Premium,Indore,Madhya Pradesh,West,2022-06-22
194,Amara Deep,Female,37,Regular,Surat,Gujarat,West,2025-05-03
195,Vedhika Dara,Male,57,New,Ahmedabad,Gujarat,West,2026-03-05
196,Nathan Mukhopadhyay,Male,34,New,Chandigarh,Chandigarh,North,2021-09-05
197,Girik Kar,Male,29,Regular,Chandigarh,Chandigarh,North,2024-04-16
198,Triya Dalal,Male,44,Premium,Chandigarh,Chandigarh,North,2026-07-01
199,Wishi Manne,Female,36,Premium,Indore,Madhya Pradesh,West,2024-10-10
200,Ojasvi Subramanian,Female,63,Regular,Chandigarh,Chandigarh,North,2024-01-30
201,Tanmayi Dhillon,Male,61,Regular,Ranchi,Jharkhand,East,2026-06-09
202,Ekaraj Majumdar,Male,45,New,Hyderabad,Telangana,South,2023-06-15
203,Harini Tripathi,Male,59,New,Amritsar,Punjab,North,2025-05-26
204,Barkha Misra,Male,22,Premium,Hyderabad,Telangana,South,2022-11-15
205,Manthan Sekhon,Female,56,Regular,Chandigarh,Chandigarh,North,2025-09-22
206,Gaurangi Purohit,Male,47,New,Ranchi,Jharkhand,East,2024-03-24
207,Ranbir Khare,Female,50,New,Ranchi,Jharkhand,East,2023-10-24
208,Nirja Bassi,Male,56,Regular,Surat,Gujarat,West,2024-05-24
209,Lakshmi Raju,Female,56,New,Lucknow,Uttar Pradesh,North,2023-02-16
210,Warhi Bansal,Male,32,New,Kolkata,West Bengal,East,2026-06-24
211,Harish Sarraf,Male,29,Regular,Jaipur,Rajasthan,North,2022-03-02
212,Alexander Dhawan,Female,35,Regular,Indore,Madhya Pradesh,West,2022-01-13
213,Falan Singh,Female,58,Regular,Coimbatore,Tamil Nadu,South,2023-08-03
214,Hamsini Rao,Female,40,New,Mumbai,Maharashtra,West,2025-06-11
215,Lajita Nadig,Female,60,Regular,Ahmedabad,Gujarat,West,2024-10-14
216,Balendra Biswas,Female,44,New,Chandigarh,Chandigarh,North,2024-09-02
217,Utkarsh Chana,Female,53,New,Ahmedabad,Gujarat,West,2022-09-16
218,Harish Sawhney,Male,38,Regular,Lucknow,Uttar Pradesh,North,2023-09-15
219,Ayush Batra,Male,43,Regular,Patna,Bihar,East,2022-05-14
220,Chaaya Parmer,Female,44,Regular,Amritsar,Punjab,North,2023-02-27
221,Yash Wali,Female,57,Regular,Chandigarh,Chandigarh,North,2023-05-30
222,Onkar Gill,Male,31,Regular,Surat,Gujarat,West,2023-08-06
223,Wridesh Tank,Male,36,New,Guwahati,Assam,East,2021-12-06
224,Vincent Shenoy,Male,19,Regular,Surat,Gujarat,West,2026-02-06
225,Aadhya Andra,Female,53,New,Chennai,Tamil Nadu,South,2024-09-22
226,Bhavna Dugar,Female,23,New,Amritsar,Punjab,North,2026-01-12
227,Chandani Samra,Female,25,Premium,Bengaluru,Karnataka,South,2021-11-26
228,Chasmum Issac,Female,50,Regular,Kochi,Kerala,South,2024-12-27
229,Hredhaan Khalsa,Female,48,Premium,Ranchi,Jharkhand,East,2026-07-14
230,Chakrika Merchant,Male,42,Regular,Kochi,Kerala,South,2023-06-11
231,Anvi Anand,Male,22,Regular,Coimbatore,Tamil Nadu,South,2021-08-24
232,Watika Mangat,Female,50,Regular,Ranchi,Jharkhand,East,2024-05-13
233,Indira Kanda,Female,64,Regular,Kolkata,West Bengal,East,2025-06-01
234,Laksh Chatterjee,Female,27,Regular,Guwahati,Assam,East,2024-09-20
235,Dayamai Sastry,Female,40,New,Indore,Madhya Pradesh,West,2026-01-20
236,Karan Chana,Female,47,Regular,Guwahati,Assam,East,2021-09-13
237,Ojasvi Gill,Male,54,New,Bhubaneswar,Odisha,East,2026-01-31
238,Yachana Mahajan,Female,20,New,Pune,Maharashtra,West,2022-07-16
239,Vasatika Merchant,Female,42,Regular,Ranchi,Jharkhand,East,2025-09-09
240,Ishwar Sidhu,Male,26,New,Kochi,Kerala,South,2025-04-08
241,Upkaar Ranganathan,Female,24,Premium,Kolkata,West Bengal,East,2026-05-09
242,Gautam Rana,Male,44,Premium,Mumbai,Maharashtra,West,2026-05-17
243,Suhani Pillay,Female,34,Premium,Bengaluru,Karnataka,South,2021-08-09
244,Lakshmi Prabhu,Female,59,Regular,Guwahati,Assam,East,2024-11-25
245,Urishilla Bakshi,Female,38,New,Jaipur,Rajasthan,North,2022-01-28
246,Timothy Bhatnagar,Male,57,Premium,Indore,Madhya Pradesh,West,2024-08-19
247,Chasmum Rege,Female,32,Regular,Chandigarh,Chandigarh,North,2024-09-17
248,Baljiwan Modi,Male,58,Premium,Lucknow,Uttar Pradesh,North,2022-02-13
249,Gunbir Keer,Male,62,Premium,Lucknow,Uttar Pradesh,North,2026-07-08
250,Lipika Setty,Male,38,Premium,Kolkata,West Bengal,East,2025-12-22
251,Mohammed Sachdeva,Female,41,New,Jaipur,Rajasthan,North,2023-05-23
252,Nikita Mammen,Male,51,Regular,Pune,Maharashtra,West,2024-10-23
253,Teerth Sawhney,Male,28,Premium,Indore,Madhya Pradesh,West,2021-09-12
254,Janani Chaudhary,Female,57,New,Bengaluru,Karnataka,South,2023-10-05
255,Jagrati Bhat,Male,32,New,Kochi,Kerala,South,2026-06-11
256,Jason Sha,Female,34,Regular,Ahmedabad,Gujarat,West,2023-07-12
257,Ansh Bedi,Female,61,Premium,Lucknow,Uttar Pradesh,North,2021-12-29
258,Jeremiah Jha,Female,40,Regular,Bengaluru,Karnataka,South,2025-06-21
259,Tarak Kaul,Female,47,Regular,Ranchi,Jharkhand,East,2021-11-17
260,Aarnav Malhotra,Female,48,New,Bhubaneswar,Odisha,East,2023-03-07
261,Kalpit Zachariah,Female,54,Regular,Chandigarh,Chandigarh,North,2025-10-30
262,Imaran Bal,Female,62,Premium,Guwahati,Assam,East,2022-10-15
263,Wazir Naik,Female,35,New,Kolkata,West Bengal,East,2022-03-12
264,Charles Date,Male,56,Regular,Amritsar,Punjab,North,2021-08-12
265,Devansh Soni,Male,56,Premium,Ahmedabad,Gujarat,West,2025-03-31
266,Yochana Chopra,Male,57,Regular,Bhubaneswar,Odisha,East,2023-10-11
267,Caleb Verma,Male,58,Regular,Bhubaneswar,Odisha,East,2023-10-18
268,Darsh Srinivas,Female,20,Regular,Jaipur,Rajasthan,North,2023-01-17
269,Hritik Swaminathan,Male,36,Regular,Bhubaneswar,Odisha,East,2025-10-10
270,Ethan Buch,Male,30,New,Ranchi,Jharkhand,East,2025-02-05
271,Dominic Date,Female,51,Regular,Coimbatore,Tamil Nadu,South,2023-02-23
272,Lakshmi Wali,Female,48,Regular,Bhubaneswar,Odisha,East,2022-11-29
273,Hardik Contractor,Male,47,Premium,Patna,Bihar,East,2023-01-04
274,Qushi Seth,Male,61,Premium,Chandigarh,Chandigarh,North,2025-10-20
275,Harinakshi Setty,Female,23,Regular,Indore,Madhya Pradesh,West,2025-12-23
276,Dhriti Sane,Female,52,Regular,Mumbai,Maharashtra,West,2023-07-13
277,Kavya Dua,Female,61,Regular,Lucknow,Uttar Pradesh,North,2023-02-05
278,Ekalinga Chand,Female,58,Regular,Guwahati,Assam,East,2024-12-20
279,Rachana Char,Male,48,Regular,Kolkata,West Bengal,East,2025-09-11
280,Kalpit Bhasin,Female,57,Regular,Amritsar,Punjab,North,2025-04-05
281,Jason Roy,Female,62,Premium,Bengaluru,Karnataka,South,2024-06-20
282,Charan Mani,Male,26,New,Ranchi,Jharkhand,East,2023-04-22
283,Hemang Tripathi,Female,49,Regular,Delhi,Delhi,North,2024-07-15
284,Udarsh Chokshi,Male,52,New,Delhi,Delhi,North,2022-08-07
285,Ishwar Mallick,Female,41,Regular,Kochi,Kerala,South,2023-04-15
286,Atharv Loke,Male,44,New,Indore,Madhya Pradesh,West,2024-05-28
287,Dayamai Nori,Female,35,Regular,Lucknow,Uttar Pradesh,North,2021-09-05
288,Luke Rattan,Male,46,Regular,Jaipur,Rajasthan,North,2023-04-17
289,Gavin Wali,Female,24,New,Pune,Maharashtra,West,2021-11-19
290,Sudiksha Om,Female,21,Regular,Guwahati,Assam,East,2022-08-12
291,Ekta Chad,Male,25,New,Ahmedabad,Gujarat,West,2022-04-28
292,Nakul Bawa,Male,59,New,Mumbai,Maharashtra,West,2025-12-14
293,Saanvi Samra,Female,33,Regular,Delhi,Delhi,North,2024-11-27
294,Oeshi Mahajan,Male,22,Regular,Coimbatore,Tamil Nadu,South,2023-12-19
295,Hemani Sani,Male,32,New,Coimbatore,Tamil Nadu,South,2022-08-12
296,Darika Bath,Male,35,Regular,Bhubaneswar,Odisha,East,2022-02-02
297,Abhimanyu Jayaraman,Female,29,Regular,Chennai,Tamil Nadu,South,2022-08-21
298,Laksh Kumer,Male,18,New,Delhi,Delhi,North,2023-01-16
299,Abhimanyu Tank,Female,19,Regular,Bhubaneswar,Odisha,East,2022-12-25
300,Kai Rai,Male,26,New,Hyderabad,Telangana,South,2025-04-09
301,Xiti Pandya,Male,65,New,Indore,Madhya Pradesh,West,2024-03-14
302,Rajata Bahl,Female,41,Regular,Lucknow,Uttar Pradesh,North,2021-11-23
303,Dhriti Sanghvi,Male,57,Regular,Lucknow,Uttar Pradesh,North,2023-11-01
304,Bimala Contractor,Female,47,Regular,Amritsar,Punjab,North,2024-05-27
305,Onveer Sharma,Female,43,Regular,Delhi,Delhi,North,2023-07-24
306,Gaurang Sarkar,Female,63,Premium,Mumbai,Maharashtra,West,2025-09-12
307,Rajata Rattan,Male,38,Regular,Mumbai,Maharashtra,West,2025-10-04
308,Dayita Nori,Male,35,New,Bengaluru,Karnataka,South,2024-02-27
309,Faraj Uppal,Female,47,Regular,Ranchi,Jharkhand,East,2022-08-23
310,Ikshita Panchal,Male,59,New,Mumbai,Maharashtra,West,2024-09-13
311,Warinder Chauhan,Female,32,Regular,Kochi,Kerala,South,2025-03-04
312,Oscar Dua,Female,43,New,Ahmedabad,Gujarat,West,2022-04-08
313,Peter Tak,Female,45,New,Mumbai,Maharashtra,West,2025-05-03
314,Ekantika Mutti,Female,27,Premium,Patna,Bihar,East,2023-11-09
315,Upasna Sathe,Male,23,Regular,Mumbai,Maharashtra,West,2022-04-16
316,Daksh Pandey,Male,65,Regular,Lucknow,Uttar Pradesh,North,2024-09-10
317,Triya Seth,Male,55,Regular,Bhubaneswar,Odisha,East,2024-01-27
318,Bhavini Bose,Female,40,New,Kolkata,West Bengal,East,2021-09-21
319,Yashica Rajagopalan,Female,56,New,Mumbai,Maharashtra,West,2024-10-04
320,Shivani Guha,Male,54,New,Patna,Bihar,East,2023-11-07
321,Yachana Dora,Female,32,Regular,Chennai,Tamil Nadu,South,2023-02-22
322,Harshil Oza,Female,25,Regular,Jaipur,Rajasthan,North,2026-04-29
323,Yamini Gera,Male,45,Regular,Guwahati,Assam,East,2026-06-13
324,Reva Viswanathan,Female,19,New,Amritsar,Punjab,North,2021-09-24
325,Januja Pradhan,Female,39,Premium,Hyderabad,Telangana,South,2024-02-25
326,Nilima Nigam,Male,27,Regular,Kolkata,West Bengal,East,2026-02-16
327,Gaurika Bhatti,Male,65,Regular,Mumbai,Maharashtra,West,2024-12-06
328,Bhanumati Krishnan,Male,42,Regular,Delhi,Delhi,North,2023-03-09
329,Gauri Bumb,Female,28,Regular,Surat,Gujarat,West,2025-02-26
330,Inaya Mukherjee,Female,54,New,Patna,Bihar,East,2024-06-13
331,Kai Chad,Male,28,Regular,Delhi,Delhi,North,2026-05-17
332,Falguni Datta,Female,46,Regular,Delhi,Delhi,North,2023-01-31
333,Pallavi Trivedi,Female,44,New,Surat,Gujarat,West,2024-11-20
334,Dayamai Gole,Male,40,New,Bhubaneswar,Odisha,East,2023-05-07
335,Vedika Handa,Female,61,New,Mumbai,Maharashtra,West,2026-04-17
336,Mohammed Brahmbhatt,Female,20,New,Indore,Madhya Pradesh,West,2022-09-01
337,Yashica Zacharia,Male,18,Premium,Kochi,Kerala,South,2023-01-06
338,Gayathri Deep,Male,26,Regular,Hyderabad,Telangana,South,2025-09-17
339,Nicholas Golla,Female,25,Regular,Patna,Bihar,East,2024-07-10
340,Raksha Bassi,Female,29,New,Lucknow,Uttar Pradesh,North,2025-09-10
